a_o,c_digo_municipio,municipio,c_digo_departamento,departamento,c_digo_etc,etc,poblaci_n_5_16,tasa_matriculaci_n_5_16,cobertura_neta,cobertura_neta_transici_n,cobertura_neta_primaria,cobertura_neta_secundaria,cobertura_neta_media,cobertura_bruta,cobertura_bruta_transici_n,cobertura_bruta_primaria,cobertura_bruta_secundaria,cobertura_bruta_media,tama_o_promedio_de_grupo,sedes_conectadas_a_internet,deserci_n,deserci_n_transici_n,deserci_n_primaria,deserci_n_secundaria,deserci_n_media,aprobaci_n,aprobaci_n_transici_n,aprobaci_n_primaria,aprobaci_n_secundaria,aprobaci_n_media,reprobaci_n,reprobaci_n_transici_n,reprobaci_n_primaria,reprobaci_n_secundaria,reprobaci_n_media,repitencia,repitencia_transici_n,repitencia_primaria,repitencia_secundaria,repitencia_media
2022,68176,Chima,68,Santander,3808.0,Santander (ETC),551,78.95,78.95,51.11,75.88,68.95,54.55,88.38,80.0,99.12,87.37,67.05,,,2.19,5.56,1.52,2.42,1.69,86.87,0.0,84.26,85.45,94.92,10.94,0.0,14.21,12.12,3.39,3.72,0.0,7.61,1.21,0.0
2022,68169,Charta,68,Santander,3808.0,Santander (ETC),463,94.82,94.82,53.33,105.05,77.78,35.53,100.0,73.33,116.16,106.25,61.84,,,2.64,6.06,0.87,3.42,6.67,94.27,0.0,95.65,93.84,88.89,3.08,0.0,3.48,2.74,4.44,1.32,0.0,0.43,3.42,0.0
2022,68167,Charalá,68,Santander,3808.0,Santander (ETC),2282,100.92,100.92,86.26,87.41,89.52,77.81,112.23,131.32,99.06,115.27,130.21,,,2.91,5.86,1.59,3.58,2.84,90.53,0.0,94.28,84.78,91.94,6.55,0.0,4.13,11.65,5.21,4.32,0.84,4.24,6.79,1.42
2022,68162,Cerrito,68,Santander,3808.0,Santander (ETC),1333,105.48,105.48,70.18,97.86,89.82,69.44,120.56,97.37,119.07,123.53,130.56,,,4.53,6.31,4.19,5.61,2.27,86.96,0.0,91.77,79.21,85.91,8.51,0.0,4.04,15.18,11.82,4.26,0.0,4.49,5.2,3.64
2022,68160,Cepitá,68,Santander,3808.0,Santander (ETC),394,91.37,91.37,62.07,88.13,76.64,52.94,98.73,86.21,96.25,108.03,91.18,,,4.63,0.0,0.0,10.53,5.45,92.92,0.0,96.75,86.47,94.55,2.45,0.0,3.25,3.01,0.0,4.36,0.0,2.6,7.52,3.64
2022,68152,Carcasí,68,Santander,3808.0,Santander (ETC),901,79.47,79.47,53.62,73.99,69.77,49.32,88.12,65.22,85.52,95.82,89.19,,,2.84,6.67,1.57,3.86,2.59,92.56,0.0,92.48,91.12,95.69,4.6,0.0,5.96,5.02,1.72,4.73,0.0,5.33,6.15,1.72
2022,68147,Capitanejo,68,Santander,3808.0,Santander (ETC),994,95.37,95.37,78.38,97.03,75.79,48.52,111.47,100.0,111.63,117.29,104.14,,,2.45,2.7,0.89,4.38,3.01,85.79,0.0,94.68,70.94,84.96,11.76,0.0,4.43,24.69,12.03,4.91,0.0,3.1,10.0,1.5
2022,68132,California,68,Santander,3808.0,Santander (ETC),408,94.61,94.61,52.17,80.95,98.36,70.59,101.96,65.22,89.95,124.59,125.49,,,3.42,10.0,2.94,2.03,4.92,89.49,0.0,90.59,86.49,93.44,7.09,0.0,6.47,11.49,1.64,4.65,0.0,4.71,6.08,3.28
2022,68101,Bolívar,68,Santander,3808.0,Santander (ETC),2280,80.57,80.57,52.44,73.94,68.33,43.77,86.89,82.93,87.51,92.77,75.06,,,3.22,4.41,1.86,4.96,2.07,88.36,0.74,92.68,81.82,89.66,8.43,0.74,5.46,13.22,8.28,5.11,0.74,5.83,5.92,3.1
2022,68092,Betulia,68,Santander,3808.0,Santander (ETC),1269,80.54,80.54,67.59,79.78,66.19,26.24,91.17,97.22,92.21,105.71,54.95,,,9.06,6.67,7.04,12.05,11.11,81.77,0.0,88.53,70.14,77.78,9.16,0.0,4.43,17.81,11.11,6.58,0.0,5.43,10.68,3.7
2022,68081,Barrancabermeja,68,Santander,3810.0,Barrancabermeja,40949,119.02,118.86,86.01,113.99,103.44,61.85,131.31,116.96,131.37,139.87,121.36,,,3.56,4.32,3.39,4.02,2.2,85.58,0.29,89.24,78.49,87.84,10.86,0.29,7.38,17.48,9.96,7.51,0.19,5.72,11.88,5.11
2022,68079,Barichara,68,Santander,3808.0,Santander (ETC),1838,75.68,75.41,52.26,61.63,75.74,62.88,82.1,81.94,70.93,93.61,87.63,,,2.32,8.41,0.67,2.9,1.36,93.5,0.0,96.88,89.17,97.74,4.18,0.0,2.46,7.93,0.9,3.87,0.0,4.24,5.22,1.81
2022,68077,Barbosa,68,Santander,3808.0,Santander (ETC),5996,96.1,96.0,80.69,97.62,75.26,51.35,107.45,119.31,110.61,105.99,97.59,,,4.76,6.95,3.55,6.18,3.63,85.4,0.27,89.42,77.13,88.34,9.84,0.27,7.04,16.69,8.03,9.18,0.0,6.76,15.77,6.49
2022,68051,Aratoca,68,Santander,3808.0,Santander (ETC),1582,93.74,93.74,63.71,87.56,84.36,66.91,100.51,87.9,95.96,108.94,100.36,,,1.98,1.83,1.46,2.39,2.44,94.26,0.0,96.43,90.42,95.53,3.76,0.0,2.11,7.18,2.03,2.64,0.0,4.21,2.21,0.81
2022,68020,Albania,68,Santander,3808.0,Santander (ETC),710,76.76,76.76,42.86,70.95,72.47,44.92,85.49,81.63,83.45,89.07,84.75,,,2.01,0.0,1.62,2.37,3.03,95.31,0.0,96.36,92.42,96.97,2.68,0.0,2.02,5.21,0.0,6.2,7.5,5.67,8.06,3.03
2022,68013,Aguada,68,Santander,3808.0,Santander (ETC),275,80.73,80.73,40.91,69.64,86.96,61.22,88.36,86.36,79.46,104.35,79.59,,,2.12,0.0,1.12,4.49,0.0,97.88,0.0,98.88,95.51,100.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,4.49,3.37,0.0
2022,68001,Bucaramanga,68,Santander,3809.0,Bucaramanga,93707,102.05,101.76,78.38,100.29,90.26,58.59,111.1,110.74,113.03,114.6,100.33,,,6.41,7.17,5.96,7.63,4.17,86.26,0.05,89.22,80.27,88.5,7.33,0.05,4.82,12.1,7.33,5.67,0.7,3.98,9.65,3.65
2022,66687,Santuario,66,Risaralda,3805.0,Risaralda (ETC),2291,82.32,82.32,56.29,81.45,65.08,37.69,95.72,91.62,101.73,99.75,75.38,,,8.66,7.84,6.35,12.76,5.88,86.54,0.0,88.95,81.0,90.2,4.8,0.0,4.7,6.24,3.92,6.41,0.0,5.03,10.53,3.53
2022,66682,Santa Rosa de Cabal,66,Risaralda,3805.0,Risaralda (ETC),12637,92.33,92.31,72.29,87.71,80.71,53.15,102.64,100.72,100.67,111.72,90.54,,,7.34,6.55,5.99,9.82,5.2,85.29,0.0,89.94,76.99,88.97,7.37,0.0,4.07,13.19,5.82,5.39,0.11,4.24,8.21,4.27
2022,66594,Quinchía,66,Risaralda,3805.0,Risaralda (ETC),5340,92.85,92.85,64.54,85.79,87.07,62.85,111.12,87.0,96.81,124.28,134.38,,,3.63,2.03,1.89,5.32,5.04,92.81,0.0,95.8,88.74,91.96,3.56,0.0,2.31,5.94,3.0,3.09,0.0,3.79,2.66,3.72
2022,66572,Pueblo Rico,66,Risaralda,3805.0,Risaralda (ETC),4878,99.08,99.08,56.32,94.61,57.44,23.98,122.71,97.83,141.36,114.31,92.01,,,4.69,2.58,3.27,8.43,6.56,89.63,0.0,90.52,84.41,89.34,5.67,0.0,6.2,7.15,4.1,14.79,0.0,20.93,8.8,5.18
2022,66456,Mistrató,66,Risaralda,3805.0,Risaralda (ETC),4676,75.0,75.0,38.4,72.89,44.56,27.15,84.24,70.89,106.98,65.47,60.06,,,4.84,4.76,3.72,7.97,4.12,93.61,0.3,94.66,90.37,93.82,1.55,0.3,1.62,1.66,2.06,1.45,0.0,1.71,1.11,2.06
2022,66440,Marsella,66,Risaralda,3805.0,Risaralda (ETC),3056,84.26,84.26,62.5,80.6,66.63,39.88,96.99,93.95,99.53,100.39,85.12,,,8.31,9.01,6.47,11.21,6.6,88.39,0.0,91.4,82.41,92.08,3.3,0.0,2.13,6.38,1.32,4.56,0.0,3.39,7.81,2.9
2022,66400,La Virginia,66,Risaralda,3805.0,Risaralda (ETC),4841,100.68,100.68,69.97,91.51,96.3,62.46,119.36,92.23,104.25,137.94,129.78,,,8.92,7.55,6.17,11.94,8.73,88.66,0.0,92.72,83.95,88.86,2.42,0.0,1.1,4.11,2.41,3.98,0.0,2.96,6.19,2.53
2022,66383,La Celia,66,Risaralda,3805.0,Risaralda (ETC),1256,93.07,93.07,66.35,85.36,88.12,50.73,108.36,80.77,97.34,126.84,112.68,,,5.93,5.95,6.84,5.97,3.03,91.3,0.0,91.41,89.13,95.76,2.76,0.0,1.76,4.9,1.21,3.09,0.0,5.66,1.71,0.61
2022,66318,Guática,66,Risaralda,3805.0,Risaralda (ETC),2189,89.26,89.26,64.67,81.79,79.26,67.73,101.87,93.41,94.08,105.59,116.8,,,6.16,7.69,5.28,6.85,6.16,91.08,0.0,92.09,89.37,91.6,2.76,0.0,2.64,3.78,2.24,1.5,0.0,1.32,1.96,1.68
2022,66170,Dosquebradas,66,Risaralda,3807.0,Dosquebradas,34595,87.59,87.52,70.48,84.27,80.14,46.65,96.8,90.8,98.76,106.52,76.4,,,6.08,5.75,4.61,8.23,4.88,85.14,0.27,89.7,76.78,89.52,8.78,0.27,5.69,14.98,5.6,6.82,0.59,5.28,11.06,2.99
2022,66088,Belén de Umbría,66,Risaralda,3805.0,Risaralda (ETC),4574,86.69,86.69,59.5,84.32,72.6,52.04,98.21,82.09,97.53,100.97,101.98,,,4.24,5.7,3.5,5.31,3.28,91.44,0.67,93.98,86.83,93.44,4.32,0.67,2.52,7.86,3.28,3.57,0.34,3.56,5.1,1.64
2022,66075,Balboa,66,Risaralda,3805.0,Risaralda (ETC),1119,76.32,76.32,57.47,75.75,58.79,47.03,92.23,88.51,87.34,93.96,102.7,,,5.36,7.79,2.95,6.06,9.21,91.0,0.0,93.12,89.56,87.5,3.64,0.0,3.93,4.38,3.29,5.25,0.0,2.46,10.1,5.92
2022,66045,Apía,66,Risaralda,3805.0,Risaralda (ETC),2186,79.28,79.28,50.89,79.11,66.09,50.94,89.48,72.78,90.17,93.86,86.6,,,6.56,9.76,6.58,7.2,3.47,92.05,0.0,92.43,91.33,93.44,1.39,0.0,0.99,1.47,3.09,2.39,0.0,2.11,3.6,1.54
2022,66001,Pereira,66,Risaralda,3806.0,Pereira,72031,108.21,107.66,76.87,102.44,96.81,61.31,124.14,110.16,118.81,134.86,122.56,,,6.69,7.1,5.73,8.18,5.41,85.98,1.17,89.3,80.18,88.56,7.33,1.17,4.98,11.64,6.03,5.58,1.33,5.02,7.83,3.46
2022,63690,Salento,63,Quindio,3803.0,Quindio (ETC),1402,158.7,158.42,113.56,146.72,140.95,85.42,176.03,229.66,169.66,179.31,158.75,,,3.87,4.05,5.01,3.7,0.72,88.4,0.0,92.84,79.77,92.81,7.73,0.0,2.15,16.52,6.47,4.07,0.0,3.34,6.84,1.44
2022,63594,Quimbaya,63,Quindio,3803.0,Quindio (ETC),4730,98.18,98.18,71.9,92.54,90.02,59.95,108.84,101.01,107.15,117.47,100.12,,,4.97,7.11,4.79,4.74,4.87,86.19,0.0,88.18,81.09,88.92,8.83,0.0,7.02,14.17,6.2,5.87,0.0,7.07,7.02,2.66
2022,63548,Pijao,63,Quindio,3803.0,Quindio (ETC),878,116.97,116.97,43.24,84.2,118.43,93.75,139.75,83.78,109.26,185.67,152.78,,,6.39,20.97,6.37,4.92,4.64,82.89,3.23,81.96,82.2,90.07,10.72,3.23,11.67,12.88,5.3,6.39,1.61,4.77,9.6,3.31
2022,63470,Montenegro,63,Quindio,3803.0,Quindio (ETC),6073,92.8,92.8,74.56,91.27,79.69,48.09,103.19,99.8,107.21,109.81,82.54,,,7.1,6.57,5.81,9.19,6.31,84.74,0.0,87.82,77.71,87.38,8.15,0.0,6.38,13.1,6.31,4.85,0.4,4.82,6.79,2.61
2022,63401,La Tebaida,63,Quindio,3803.0,Quindio (ETC),5838,87.67,87.67,70.39,81.39,73.79,54.75,99.18,98.28,100.04,102.65,91.08,,,5.81,6.77,4.45,7.34,5.66,85.07,0.22,87.59,78.25,89.07,9.11,0.22,7.97,14.41,5.27,4.41,0.22,5.11,5.26,2.82
2022,63302,Génova,63,Quindio,3803.0,Quindio (ETC),1191,101.09,101.09,69.0,87.22,94.22,57.0,112.09,81.0,106.9,134.17,96.5,,,7.38,9.88,5.56,9.59,5.45,85.73,0.0,89.48,79.53,89.7,6.89,0.0,4.96,10.87,4.85,5.41,0.0,5.75,7.04,2.42
2022,63272,Filandia,63,Quindio,3803.0,Quindio (ETC),1855,93.69,93.69,71.13,85.94,88.26,63.0,104.31,86.62,100.0,115.34,100.31,,,5.3,6.5,5.41,6.89,0.71,87.9,0.0,90.98,81.14,93.59,6.8,0.0,3.61,11.98,5.69,4.52,0.81,2.36,7.34,4.98
2022,63212,Córdoba,63,Quindio,3803.0,Quindio (ETC),973,85.51,85.51,48.24,87.2,68.59,42.59,102.06,60.0,107.49,111.54,91.98,,,5.74,1.96,6.15,6.96,2.8,87.35,0.0,86.05,83.88,96.26,6.91,0.0,7.8,9.16,0.93,7.49,0.0,8.98,8.79,1.87
2022,63190,Circasia,63,Quindio,3803.0,Quindio (ETC),4329,82.88,82.88,54.57,80.0,73.57,51.95,93.35,80.61,92.61,97.29,93.69,,,3.86,4.8,3.84,3.77,3.62,89.87,0.4,89.1,87.56,95.37,6.28,0.4,7.06,8.67,1.01,4.96,0.0,5.45,6.74,1.61
2022,63130,Calarca,63,Quindio,3803.0,Quindio (ETC),11295,93.17,93.17,71.1,87.42,82.66,57.53,108.18,96.51,106.92,116.75,100.15,,,5.28,6.79,4.29,6.55,4.17,86.36,0.0,90.64,79.45,87.5,8.36,0.0,5.07,14.01,8.33,5.79,0.26,5.04,8.73,3.53
2022,63111,Buenavista,63,Quindio,3803.0,Quindio (ETC),547,77.15,77.15,48.94,68.58,72.68,39.56,86.47,70.21,87.17,99.45,67.03,,,4.81,18.18,5.38,3.01,0.0,94.51,0.0,94.62,95.18,100.0,0.69,0.0,0.0,1.81,0.0,4.81,0.0,5.38,5.42,3.85
2022,63001,Armenia,63,Quindio,3804.0,Armenia,42792,96.02,95.94,78.56,94.14,86.33,60.73,103.46,100.69,103.92,108.55,94.14,,,6.39,5.63,5.13,7.95,6.54,87.11,0.04,90.69,81.4,87.2,6.5,0.04,4.19,10.65,6.26,4.43,0.0,3.54,7.25,2.46
2022,54874,Villa del Rosario,54,Norte de Santander,3801.0,Norte de Santander (ETC),21527,88.1,88.01,65.18,85.23,78.7,44.79,93.49,90.5,97.35,101.23,69.4,,,4.99,5.44,4.81,5.56,3.55,86.15,0.16,89.23,80.33,88.32,8.86,0.16,5.96,14.11,8.12,7.06,0.32,4.53,11.99,4.82
2022,54871,Villa Caro,54,Norte de Santander,3801.0,Norte de Santander (ETC),1313,71.59,71.59,49.12,76.49,50.12,22.28,74.87,60.53,97.02,67.68,35.64,,,2.64,5.8,3.44,1.04,0.0,91.96,0.0,90.6,92.04,100.0,5.39,0.0,5.97,6.92,0.0,6.31,0.0,8.86,4.15,1.39
2022,54820,Toledo,54,Norte de Santander,3801.0,Norte de Santander (ETC),3544,95.15,95.15,81.53,87.42,78.56,54.02,109.73,98.95,106.02,123.03,97.26,,,2.17,2.11,1.69,3.11,1.41,90.93,0.0,90.0,88.79,95.15,6.89,0.0,8.31,8.1,3.43,7.03,0.35,8.96,7.28,4.23
2022,54810,Tibú,54,Norte de Santander,3801.0,Norte de Santander (ETC),15060,112.28,112.27,78.91,114.48,79.52,33.3,122.9,111.98,148.3,113.92,73.07,,,5.58,6.7,5.44,5.66,4.84,86.38,0.83,86.56,84.21,85.74,8.04,0.83,8.0,10.14,9.42,4.79,0.57,4.79,6.36,3.86
2022,54800,Teorama,54,Norte de Santander,3801.0,Norte de Santander (ETC),4653,105.63,105.63,83.56,108.12,70.67,28.78,114.12,125.34,140.04,102.11,54.04,,,4.69,4.01,5.8,3.4,1.52,91.82,0.0,91.02,91.5,93.31,3.49,0.0,3.18,5.1,5.17,3.07,0.36,3.9,2.9,0.91
2022,54743,Silos,54,Norte de Santander,3801.0,Norte de Santander (ETC),1362,88.03,88.03,56.69,77.45,81.86,38.12,96.48,84.25,93.7,114.88,73.27,,,3.17,2.8,3.2,3.0,4.0,92.06,0.0,90.04,93.35,92.0,4.76,0.0,6.76,3.65,4.0,4.6,0.0,2.85,8.58,1.6
2022,54720,Sardinata,54,Norte de Santander,3801.0,Norte de Santander (ETC),6653,88.17,88.17,70.55,92.11,62.18,32.38,93.82,94.18,115.91,84.37,53.18,,,6.91,6.91,7.32,7.44,1.63,87.9,0.0,86.44,86.87,96.51,5.19,0.0,6.23,5.69,1.86,6.81,2.55,7.65,7.26,3.95
2022,54680,Santiago,54,Norte de Santander,3801.0,Norte de Santander (ETC),751,78.83,78.83,33.33,77.38,60.78,50.75,84.02,54.39,94.1,82.75,76.12,,,2.85,3.23,1.05,6.16,0.98,90.81,0.0,91.99,84.83,98.04,6.34,0.0,6.97,9.0,0.98,6.18,0.0,6.27,9.95,0.0
2022,54673,San Cayetano,54,Norte de Santander,3801.0,Norte de Santander (ETC),1626,90.41,90.41,64.83,84.17,69.52,42.35,99.75,82.76,105.71,106.86,78.43,,,5.29,7.5,4.18,6.89,3.95,85.46,0.0,86.64,81.0,88.16,9.25,0.0,9.18,12.11,7.89,6.3,0.0,8.64,5.64,1.97
2022,73870,Villahermosa,73,Tolima,3815.0,Tolima (ETC),1913,87.35,87.35,61.39,85.36,74.49,43.46,96.03,86.71,103.85,93.0,86.6,,,6.04,4.38,2.99,10.7,6.0,86.06,0.0,88.89,79.93,86.0,7.9,0.0,8.12,9.36,8.0,5.64,0.73,8.96,3.51,1.5
2022,54670,San Calixto,54,Norte de Santander,3801.0,Norte de Santander (ETC),3565,71.92,71.92,49.54,77.62,36.75,16.01,78.96,68.69,107.37,61.13,39.17,,,2.59,2.21,2.43,2.35,6.12,83.6,0.44,78.57,89.83,93.2,13.81,0.44,19.01,7.82,0.68,13.55,0.44,20.07,3.91,0.68
2022,54660,Salazar,54,Norte de Santander,3801.0,Norte de Santander (ETC),2397,81.89,81.89,65.0,73.28,73.22,45.3,90.95,97.78,88.59,97.71,80.0,,,4.32,1.14,4.52,4.46,5.34,86.5,0.0,85.5,85.43,84.7,9.18,0.0,9.98,10.1,9.96,6.68,1.14,10.21,5.37,2.85
2022,54599,Ragonvalia,54,Norte de Santander,3801.0,Norte de Santander (ETC),1182,89.85,89.85,79.17,83.54,75.63,45.5,103.98,101.04,101.83,108.63,101.5,,,2.75,3.09,1.4,4.65,2.11,95.83,1.03,96.41,94.32,97.89,1.42,1.03,2.2,1.03,0.0,5.59,0.0,6.79,6.98,1.41
2022,54553,Puerto Santander,54,Norte de Santander,3801.0,Norte de Santander (ETC),2243,84.57,84.53,69.54,87.02,66.39,39.26,88.68,87.82,104.53,81.82,59.31,,,6.23,3.36,7.21,5.72,5.31,84.31,0.0,83.03,84.51,80.68,9.46,0.0,9.76,9.76,14.01,3.33,0.0,4.88,2.53,0.97
2022,54520,Pamplonita,54,Norte de Santander,3801.0,Norte de Santander (ETC),1181,87.38,87.38,60.2,79.92,77.04,56.38,98.56,81.63,92.84,105.36,108.51,,,2.57,6.25,1.93,2.9,1.84,92.38,1.25,93.36,91.03,92.64,5.05,1.25,4.71,6.07,5.52,2.94,0.0,1.5,5.8,1.84
2022,54518,Pamplona,54,Norte de Santander,3801.0,Norte de Santander (ETC),9661,86.36,86.29,68.01,86.49,75.51,45.45,98.68,100.43,98.3,104.41,88.42,,,4.15,4.12,3.84,4.62,3.82,85.07,0.9,88.77,80.0,82.33,10.78,0.9,7.39,15.38,13.86,6.01,0.36,4.84,9.38,3.41
2022,54498,Ocaña,54,Norte de Santander,3801.0,Norte de Santander (ETC),25332,85.42,85.38,71.79,84.53,74.16,44.21,93.87,92.04,96.92,98.11,79.02,,,3.33,4.01,3.26,3.47,2.7,86.66,0.53,91.33,80.0,84.04,10.01,0.53,5.41,16.52,13.26,6.57,0.99,5.39,9.93,4.39
2022,54480,Mutiscua,54,Norte de Santander,3801.0,Norte de Santander (ETC),898,77.39,77.39,40.79,73.53,71.43,29.22,81.85,68.42,89.57,97.62,39.61,,,1.9,3.85,2.39,1.05,1.64,88.71,0.0,88.06,88.15,88.52,9.39,0.0,9.55,10.8,9.84,11.7,0.0,11.04,16.03,4.92
2022,54418,Lourdes,54,Norte de Santander,3801.0,Norte de Santander (ETC),942,67.52,67.52,57.14,67.49,59.34,40.0,71.66,72.62,76.43,70.49,60.67,,,1.33,1.64,1.95,0.93,0.0,92.3,1.64,95.78,87.44,89.01,6.37,1.64,2.27,11.63,10.99,4.74,0.0,6.49,5.12,1.1
2022,54405,Los Patios,54,Norte de Santander,3801.0,Norte de Santander (ETC),18745,79.88,79.82,60.55,78.7,72.95,44.18,85.12,78.05,88.47,91.18,68.13,,,3.4,4.58,3.31,3.58,2.47,90.99,0.0,92.84,87.51,92.18,5.61,0.0,3.85,8.91,5.35,4.31,0.23,3.2,6.8,3.29
2022,54398,La Playa,54,Norte de Santander,3801.0,Norte de Santander (ETC),1903,84.03,84.03,60.25,81.13,65.02,37.75,92.54,77.64,103.21,94.75,67.22,,,1.97,6.4,1.91,1.63,0.0,88.51,2.4,86.98,87.88,96.34,9.53,2.4,11.11,10.49,3.66,13.04,3.2,16.85,12.84,1.83
2022,54385,La Esperanza,54,Norte de Santander,3801.0,Norte de Santander (ETC),3176,84.48,84.48,56.25,79.09,69.74,39.37,91.4,82.29,96.55,98.04,67.58,,,5.16,5.49,4.76,6.01,3.93,87.79,0.0,87.65,84.61,93.44,7.05,0.0,7.59,9.38,2.62,5.79,0.0,6.85,6.52,3.28
2022,54377,Labateca,54,Norte de Santander,3801.0,Norte de Santander (ETC),1383,69.78,69.78,48.21,67.88,61.34,48.03,76.57,69.64,75.99,76.67,81.22,,,0.68,1.28,1.14,0.0,0.6,94.72,0.0,96.36,91.69,94.61,4.6,0.0,2.5,8.31,4.79,2.74,0.0,3.64,2.97,1.2
2022,54347,Herrán,54,Norte de Santander,3801.0,Norte de Santander (ETC),1287,43.51,43.51,41.67,39.43,41.52,21.83,45.14,52.5,46.89,47.17,31.47,,,2.07,3.17,1.52,2.08,3.23,93.12,0.0,94.7,88.54,96.77,4.82,0.0,3.79,9.38,0.0,4.82,1.59,6.82,4.17,1.61
2022,54344,Hacarí,54,Norte de Santander,3801.0,Norte de Santander (ETC),3031,87.33,87.33,56.12,91.16,53.47,19.65,103.6,82.37,128.09,102.07,47.68,,,4.39,3.93,2.84,6.23,11.73,95.47,0.0,97.16,93.77,85.8,0.14,0.0,0.0,0.0,2.47,1.47,0.0,0.49,3.76,2.47
2022,54313,Gramalote,54,Norte de Santander,3801.0,Norte de Santander (ETC),1374,76.86,76.86,58.42,75.32,66.18,37.6,86.39,76.24,88.68,92.44,74.42,,,3.13,0.0,4.42,2.18,3.23,93.84,0.0,93.26,92.74,95.48,3.04,0.0,2.32,5.08,1.29,5.45,1.3,4.84,6.78,5.81
2022,54261,El Zulia,54,Norte de Santander,3801.0,Norte de Santander (ETC),6454,92.83,92.8,58.68,90.25,79.42,48.5,98.7,95.35,106.85,101.81,72.41,,,6.19,6.83,5.66,7.06,5.22,86.77,0.0,89.49,81.84,86.81,7.04,0.0,4.85,11.1,7.97,5.05,0.21,3.26,8.65,4.4
2022,54250,El Tarra,54,Norte de Santander,3801.0,Norte de Santander (ETC),6129,101.11,101.11,68.54,107.86,65.79,32.81,112.87,116.16,136.88,95.08,75.33,,,4.72,6.15,5.76,1.66,5.38,88.96,1.76,87.46,90.28,91.43,6.31,1.76,6.78,8.06,3.19,5.53,0.44,6.75,5.69,2.79
2022,54245,El Carmen,54,Norte de Santander,3801.0,Norte de Santander (ETC),3453,78.95,78.95,55.77,89.76,39.69,19.96,90.1,83.33,121.74,70.39,45.25,,,6.39,4.62,4.7,11.84,8.2,80.1,0.38,84.6,62.44,71.04,13.51,0.38,10.7,25.72,20.77,8.97,1.54,10.21,9.81,4.37
2022,54239,Durania,54,Norte de Santander,3801.0,Norte de Santander (ETC),897,91.75,91.75,65.75,80.8,79.19,60.26,97.99,108.22,99.73,102.01,80.79,,,5.01,5.06,3.48,7.89,2.46,90.56,0.0,91.71,85.86,95.9,4.44,0.0,4.81,6.25,1.64,3.41,0.0,1.87,7.24,0.82
2022,54223,Cucutilla,54,Norte de Santander,3801.0,Norte de Santander (ETC),1770,70.9,70.9,55.64,71.83,55.34,40.84,75.93,68.42,84.1,70.94,70.1,,,1.71,1.1,0.66,3.01,2.29,94.42,0.0,92.87,94.44,96.79,3.87,0.0,6.47,2.55,0.92,4.84,1.1,7.79,3.47,0.92
2022,54206,Convención,54,Norte de Santander,3801.0,Norte de Santander (ETC),4987,95.67,95.67,57.21,96.59,69.7,37.55,108.56,94.05,125.9,105.05,76.5,,,4.08,5.35,4.52,3.14,3.56,88.74,0.0,87.63,89.49,87.33,7.18,0.0,7.85,7.37,9.11,7.12,0.24,9.38,6.21,3.11
2022,54174,Chitagá,54,Norte de Santander,3801.0,Norte de Santander (ETC),2725,75.74,75.74,63.72,73.89,65.26,36.87,81.39,77.88,87.25,84.13,62.91,,,3.41,3.98,2.0,4.74,4.74,90.22,0.57,88.29,91.07,91.7,6.37,0.57,9.71,4.19,3.56,5.49,0.0,8.81,3.11,3.16
2022,54172,Chinácota,54,Norte de Santander,3801.0,Norte de Santander (ETC),3603,93.03,92.98,75.17,84.81,80.02,54.41,103.11,108.28,100.73,108.59,95.51,,,3.36,4.93,2.82,2.99,4.88,88.78,0.0,92.7,83.43,87.6,7.86,0.0,4.48,13.58,7.52,4.77,0.0,3.69,7.6,3.46
2022,54128,Cachirá,54,Norte de Santander,3801.0,Norte de Santander (ETC),2700,65.19,65.19,46.45,64.02,52.81,31.67,70.11,71.09,77.83,68.29,53.85,,,4.28,4.0,2.97,6.5,3.36,88.48,0.0,90.27,85.26,85.71,7.24,0.0,6.75,8.24,10.92,7.77,0.0,10.18,7.45,4.62
2022,54125,Cácota,54,Norte de Santander,3801.0,Norte de Santander (ETC),589,90.15,90.15,58.49,89.11,86.7,34.07,94.74,71.7,102.33,105.85,63.74,,,3.94,7.89,2.28,5.53,3.45,83.69,0.0,88.59,78.39,74.14,12.37,0.0,9.13,16.08,22.41,5.02,0.0,6.08,5.03,3.45
2022,54109,Bucarasica,54,Norte de Santander,3801.0,Norte de Santander (ETC),1695,63.95,63.95,40.13,66.8,54.55,23.26,66.31,56.05,79.08,67.72,32.95,,,4.72,5.68,3.41,7.4,1.18,88.7,2.27,87.37,87.95,97.65,6.58,2.27,9.22,4.66,1.18,5.07,1.14,7.85,2.74,0.0
2022,54099,Bochalema,54,Norte de Santander,3801.0,Norte de Santander (ETC),1711,80.65,80.65,60.29,68.5,77.04,45.33,93.28,85.29,87.34,105.91,86.51,,,2.08,3.45,2.2,1.94,1.4,91.26,0.0,92.54,87.15,95.79,6.65,0.0,5.25,10.92,2.8,2.15,0.0,2.37,2.99,0.47
2022,54051,Arboledas,54,Norte de Santander,3801.0,Norte de Santander (ETC),2201,75.87,75.87,55.43,73.82,69.8,42.2,79.87,73.71,84.71,82.95,64.78,,,2.56,3.88,1.56,3.07,3.73,94.71,0.0,94.29,95.15,94.19,2.73,0.0,4.16,1.78,2.07,2.39,1.55,3.77,1.62,0.41
